theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-07-18,10.2700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-07-11,11.1500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-07-04,11.1400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-06-27,10.2400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-06-20,10.7800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-06-13,13.0200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-06-06,13.0400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-05-30,15.1800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-05-23,12.5100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-05-16,13.9700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-05-09,13.6600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-05-02,10.5300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-04-25,7.4600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-04-18,8.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-04-11,7.2100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-04-04,8.5900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-03-28,10.6600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-03-21,11.1100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-03-14,12.6100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-03-07,11.4600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-02-28,12.8600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-02-21,11.8900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-02-14,11.9900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-02-07,13.7200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-01-31,13.0500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-01-24,13.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-01-17,11.2400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-01-10,9.3800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2022,2022-01-03,8.6400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-12-27,12.6100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-12-20,11.4800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-12-13,12.6100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-12-06,12.6900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-11-29,13.4200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-11-22,14.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-11-15,11.4300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-11-08,11.8000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-11-01,11.0400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-10-25,13.1600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-10-18,15.8500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-10-11,16.0800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-10-04,18.3600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-09-27,22.4900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-09-20,22.9700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-09-13,17.6500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-09-06,14.9500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-08-30,9.4700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-08-23,7.8000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-08-16,9.3100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-08-09,6.5700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-08-02,7.4900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-07-26,9.1100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-07-19,11.2200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-07-12,11.9100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-07-05,12.3300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-06-28,12.1400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-06-21,8.1900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-06-14,8.6100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-06-07,8.3800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-05-31,11.6200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-05-24,11.5100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-05-17,13.3500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-05-10,11.2000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-05-03,11.3200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-04-26,7.8700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-04-19,8.6000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-04-12,12.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-04-05,11.9300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-03-29,14.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-03-22,10.2600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-03-15,6.6500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-03-08,3.9000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-03-01,3.4900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-02-22,2.5500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-02-15,3.7200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-02-08,3.7300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-02-01,3.0400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-01-25,2.1000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-01-18,4.1800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-01-11,5.2200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2021,2021-01-04,6.3800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-12-28,10.8100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-12-21,9.1500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-12-14,10.8800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-12-07,10.3200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-11-30,11.2700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-11-23,12.1200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-11-16,13.1600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-11-09,16.1100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-11-02,15.5000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-10-26,17.2500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-10-19,17.6500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-10-12,20.4500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-10-05,21.5300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-09-28,24.3600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-09-21,24.4900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-09-14,23.8200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-09-07,16.3400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-08-31,8.5600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-08-24,8.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-08-17,6.9700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-08-10,6.6100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-08-03,6.8200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-07-27,4.3500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-07-20,3.0300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-07-13,2.2200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-07-06,1.8600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-06-29,0.6700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-06-22,1.7000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-06-15,2.8800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-06-08,1.7500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-06-01,2.2100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-05-25,2.8500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-05-18,1.9100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-05-11,2.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-05-04,3.1800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-04-27,2.8400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-04-20,2.7300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-04-13,2.5900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-04-06,3.2500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-03-30,4.4700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-03-23,6.8800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-03-16,9.0300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-03-09,11.3200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-03-02,10.9800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-02-24,9.1100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-02-17,11.9900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-02-10,12.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-02-03,12.6600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-01-27,12.3600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-01-20,12.6800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-01-13,8.1200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2020,2020-01-06,7.6000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-12-30,8.5800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-12-23,8.6000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-12-16,7.1100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-12-09,8.7100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-12-02,10.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-11-25,10.4100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-11-18,13.7800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-11-11,15.8100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-11-04,14.9900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-10-28,18.9000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-10-21,20.5500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-10-14,22.8300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-10-07,22.8300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-09-30,23.7200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-09-23,25.9700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-09-16,23.1400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-09-09,17.9400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-09-02,11.9300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-08-26,11.6800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-08-19,13.3500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-08-12,9.7100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-08-05,10.4100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-07-29,11.6700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-07-22,16.3700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-07-15,15.6800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-07-08,15.7200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-07-01,14.9400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-06-24,18.7000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-06-17,19.4900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-06-10,15.5800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-06-03,14.6000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-05-27,16.0400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-05-20,15.3900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-05-13,16.5200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-05-06,12.7500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-04-29,11.7000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-04-22,11.1900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-04-15,11.2100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-04-08,11.8700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-04-01,15.2200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-03-25,14.2700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-03-18,14.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-03-11,12.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-03-04,10.4000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-02-25,10.2000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-02-18,10.5500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-02-11,8.2400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-02-04,9.8000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-01-28,9.4500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-01-21,9.2700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-01-14,8.5200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2019,2019-01-07,9.3200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-12-31,12.0000,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-12-24,11.4100,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-12-17,13.7800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-12-10,13.6400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-12-03,12.0800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-11-26,12.9600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-11-19,13.3600,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-11-12,12.0900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-11-05,13.4400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-10-29,16.5400,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-10-22,17.8700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-10-15,18.6700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-10-08,18.8700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-10-01,18.5700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-09-24,21.3300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-09-17,21.5200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-09-10,18.6300,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-09-03,14.7200,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-08-27,12.9900,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-08-20,12.9700,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-08-13,10.2500,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-08-06,12.1800,False
infectious_disease,respiratory,Rhinovirus,Nation,England,rhinovirus_testing_positivityByWeek,all,all,default,2018,2018-07-30,14.0400,False
