"Site","Year","ID","Ring","Tag","Sex","Birth","Status","class","Repeat","deployAge","gen","env","pop","deployBreedStatus","winterLongitude","winterLatitude","iblon","iblat","awestlon","awestlat","pslon","pslat","deployAD_J","deployFED_J","deployHatch_J","breedDeparture_J","FAC_EndJ","winterArrival_J","ISC_Jy","breedArrival_Jy","returnAD_Jy","returnFED_Jy","returnHatch_Jy"
"Dartmoor",2017,"BF967","D637187","P30","M",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-10.99171414,20.48544153,-5.3254653533718,40.382581359232,-17.0803133794927,3.54403660206994,-5.28060095238125,25.8057516101124,97,125,144,215,245,265,452,464,462,495,NA
"Dartmoor",2017,"BF968","Z286302","P30","F",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-11.42097295,10.09847991,-7.60416385623127,41.1374519648044,-14.5529420175251,23.2644260540561,-7.83763428904929,32.9514903273421,112.5,129,148,205,244,261,466,483,477.5,496,513
"Dartmoor",2017,"BF973","AAA8627","P30","M",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-9.008455938,5.524048161,-8.7418182665978,42.5765898310217,-16.5449947035418,29.4801052287967,-5.18158041747123,41.1868978850386,112,127,146,216,231,253,451,472,477,495,516
"Dartmoor",2018,"BM136","Z765396","P30","M",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-10.87956779,8.344625989,-8.68703689115392,39.0889193058849,-15.787551880687,24.8428378488789,-8.39880900140657,32.2278489775165,105.5,128,148,226,252,266,446,458,470.5,492,512
"Dartmoor",2018,"BM904","S845291","P30","M",2017,"recruit",NA,"N",2,NA,NA,"UK","",-8.61520571,10.47909111,-8.19800788424699,29.8248352500437,-17.2414954449056,23.1475295992552,NA,NA,107,129,148,202,230,246,NA,NA,472,489,509
"Dartmoor",2018,"BM910","AFD3026","P30","M",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-10.61085043,10.07553767,-8.46425279524147,40.1493325142268,-15.5889916212179,26.5569121535263,-0.500245287478441,41.849667162318,NA,128,147,229,248,261,449,458,NA,484,503
"Dartmoor",2018,"BM915","Z286584","P30","M",2015,"recruit",NA,"N",4,NA,NA,"UK","",-10.58016263,10.39536165,-8.24002765210895,42.6744723482965,-15.5799392866858,30.4091429134663,-2.47267391177687,41.2522015196619,NA,124,143,217,238,255,460,467,NA,NA,NA
"Dartmoor",2018,"BM917","AAA8539","P30","M",2017,"recruit",NA,"N",2,NA,NA,"UK","",-7.719070183,4.522977196,-7.79373074935319,43.3836193338977,-15.1799167893934,35.4228234628245,1.23399239830512,46.9307111516747,NA,126,144,215,237,259,455,471,NA,492,512
"Dartmoor",2018,"BM920","Z590805","P30","M",2016,"immigrant",NA,"N",NA,NA,NA,"UK","",-11.27388017,9.124944529,-8.52268726987017,42.2618201424368,-15.0060856853717,35.6864423369159,NA,NA,102.5,130,149,207,249,266,NA,NA,467.5,490,510
"Dartmoor",2019,"BR129","AJF0715","P30","M",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-7.596565016,4.524341468,NA,NA,NA,NA,NA,NA,NA,121,140,224,NA,269,NA,NA,NA,486,NA
"Dartmoor",2019,"BT501","AJF0568","P30","F",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-10.13829059,7.739915191,-8.72368872304842,40.9991570563002,-17.2241388375194,24.9837019080447,NA,NA,NA,125,145,230,246,269,469,477,NA,514,530
"Dartmoor",2019,"BT510","AFD3431","P30","F",2018,"recruit",NA,"N",2,NA,NA,"UK","",-10.96120786,6.39465809,-8.6249622208499,32.7792380757656,-17.6024753611974,20.7338648671893,-8.68149855953734,29.1709135607976,109,124,144,230,277,288,456,481,474,482,502
"Dartmoor",2019,"BT696","S845673","P30","F",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-9.054686056,9.409902885,-7.21038316577647,41.0815794440841,-15.9617985222716,25.4410678457586,-9.008435770034,30.9693053728704,NA,124,143,219,246,273,452,482,NA,495,514
"Dartmoor",2019,"BT699","AFD3449","P30","F",2018,"recruit",NA,"N",2,NA,NA,"UK","",-10.45599374,6.202209436,-9.74705592404426,27.8599253104618,-16.2550337603483,20.1340846690996,-8.92489047760828,32.047847229732,NA,121,143,229,278,286,461,480,NA,489,510
"Dartmoor",2019,"BT703","AJF0558","P30","F",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-11.15824443,8.559578948,-8.14072448205193,40.6470026899409,-16.2529014596079,29.086567195091,-10.7812156931203,28.9008272565793,104,120,141,224,248,271,460,492,469,496,515
"Dartmoor",2019,"BT708","AJF0579","P30","F",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-10.39369117,9.392219945,-8.42926827080489,42.1258073271664,-15.9237333397983,24.0175378652347,-9.10375885991615,29.6574580375754,NA,125,145,229,246,276,457,491,NA,499,518
"Dartmoor",2019,"BT710","AJF0567","P30","F",NA,"immigrant",NA,"N",NA,NA,NA,"UK","",-9.465428308,8.912838929,-7.16266886721902,42.9749350519006,-15.9862900601372,29.1197873063894,-1.84951124719664,43.2603616935786,NA,123,144,219,242,262,453,477,NA,484,505
